"x","y","z","mean"
6.200000000000000178e+00,-7.999999999999998224e-01,8.000000000000000444e-01,1.678048511552158573e+01
7.000000000000000000e+00,-7.999999999999998224e-01,8.000000000000000444e-01,1.503516257542669621e+01
7.400000000000000355e+00,-7.999999999999998224e-01,8.000000000000000444e-01,1.644746799703648321e+01
7.800000000000000711e+00,-7.999999999999998224e-01,8.000000000000000444e-01,1.675698475035433077e+01
8.199999999999999289e+00,-7.999999999999998224e-01,8.000000000000000444e-01,1.605092559476872083e+01
8.600000000000001421e+00,-7.999999999999998224e-01,8.000000000000000444e-01,1.502285529472495185e+01
4.599999999999999645e+00,-3.999999999999999112e-01,8.000000000000000444e-01,2.017453504909558148e+01
5.000000000000000000e+00,-3.999999999999999112e-01,8.000000000000000444e-01,2.999125735711218610e+01
5.400000000000000355e+00,-3.999999999999999112e-01,8.000000000000000444e-01,3.393789091330354069e+01
5.800000000000000711e+00,-3.999999999999999112e-01,8.000000000000000444e-01,2.804996997192866459e+01
6.200000000000000178e+00,-3.999999999999999112e-01,8.000000000000000444e-01,2.054507600227513819e+01
6.600000000000000533e+00,-3.999999999999999112e-01,8.000000000000000444e-01,1.705021862262606192e+01
7.000000000000000000e+00,-3.999999999999999112e-01,8.000000000000000444e-01,1.776844200940477947e+01
7.400000000000000355e+00,-3.999999999999999112e-01,8.000000000000000444e-01,1.891977955278336765e+01
7.800000000000000711e+00,-3.999999999999999112e-01,8.000000000000000444e-01,1.814009261145510621e+01
8.199999999999999289e+00,-3.999999999999999112e-01,8.000000000000000444e-01,1.664173732946465023e+01
8.600000000000001421e+00,-3.999999999999999112e-01,8.000000000000000444e-01,1.523535785763867700e+01
4.599999999999999645e+00,0.000000000000000000e+00,8.000000000000000444e-01,2.095711723469657883e+01
5.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,3.438300038588936758e+01
5.400000000000000355e+00,0.000000000000000000e+00,8.000000000000000444e-01,4.130195402645674108e+01
5.800000000000000711e+00,0.000000000000000000e+00,8.000000000000000444e-01,3.292686394362811342e+01
6.200000000000000178e+00,0.000000000000000000e+00,8.000000000000000444e-01,2.181727029773431781e+01
6.600000000000000533e+00,0.000000000000000000e+00,8.000000000000000444e-01,1.621987381524271754e+01
7.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,1.612169916397635916e+01
7.400000000000000355e+00,0.000000000000000000e+00,8.000000000000000444e-01,1.723547894183723983e+01
7.800000000000000711e+00,0.000000000000000000e+00,8.000000000000000444e-01,1.662733632529060657e+01
8.199999999999999289e+00,0.000000000000000000e+00,8.000000000000000444e-01,1.556083898634937590e+01
4.599999999999999645e+00,4.000000000000003553e-01,8.000000000000000444e-01,2.112340895140007291e+01
5.000000000000000000e+00,4.000000000000003553e-01,8.000000000000000444e-01,3.320600224952610091e+01
5.400000000000000355e+00,4.000000000000003553e-01,8.000000000000000444e-01,3.986503982719248995e+01
5.800000000000000711e+00,4.000000000000003553e-01,8.000000000000000444e-01,3.102684595842841020e+01
6.200000000000000178e+00,4.000000000000003553e-01,8.000000000000000444e-01,1.879395452419950985e+01
4.200000000000000178e+00,8.000000000000002665e-01,8.000000000000000444e-01,1.666455041819465421e+01
4.599999999999999645e+00,8.000000000000002665e-01,8.000000000000000444e-01,2.132079723577839303e+01
5.000000000000000000e+00,8.000000000000002665e-01,8.000000000000000444e-01,2.831583887000592981e+01
5.400000000000000355e+00,8.000000000000002665e-01,8.000000000000000444e-01,3.107800576209156063e+01
5.800000000000000711e+00,8.000000000000002665e-01,8.000000000000000444e-01,2.435462912930708157e+01
6.200000000000000178e+00,8.000000000000002665e-01,8.000000000000000444e-01,1.515932000121444112e+01
3.800000000000000266e+00,1.200000000000000178e+00,8.000000000000000444e-01,1.673112415453393709e+01
4.200000000000000178e+00,1.200000000000000178e+00,8.000000000000000444e-01,1.901476304654620364e+01
4.599999999999999645e+00,1.200000000000000178e+00,8.000000000000000444e-01,2.098783454893926503e+01
5.000000000000000000e+00,1.200000000000000178e+00,8.000000000000000444e-01,2.239633217466536053e+01
5.400000000000000355e+00,1.200000000000000178e+00,8.000000000000000444e-01,2.145589820880191212e+01
5.800000000000000711e+00,1.200000000000000178e+00,8.000000000000000444e-01,1.770737741733421444e+01
3.400000000000000355e+00,1.600000000000000089e+00,8.000000000000000444e-01,1.561202256979549396e+01
3.800000000000000266e+00,1.600000000000000089e+00,8.000000000000000444e-01,1.784549237428164048e+01
4.200000000000000178e+00,1.600000000000000089e+00,8.000000000000000444e-01,1.927807444056384867e+01
4.599999999999999645e+00,1.600000000000000089e+00,8.000000000000000444e-01,1.922084968407849814e+01
5.000000000000000000e+00,1.600000000000000089e+00,8.000000000000000444e-01,1.779528202415041349e+01
5.400000000000000355e+00,1.600000000000000089e+00,8.000000000000000444e-01,1.566857923925422291e+01
3.400000000000000355e+00,2.000000000000000000e+00,8.000000000000000444e-01,1.568576396135331485e+01
3.800000000000000266e+00,2.000000000000000000e+00,8.000000000000000444e-01,1.716809905167722405e+01
4.200000000000000178e+00,2.000000000000000000e+00,8.000000000000000444e-01,1.770285912274670537e+01
4.599999999999999645e+00,2.000000000000000000e+00,8.000000000000000444e-01,1.686545321465531444e+01
5.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000444e-01,1.506341971078218478e+01
3.800000000000000266e+00,2.400000000000000355e+00,8.000000000000000444e-01,1.579948153156451340e+01
4.200000000000000178e+00,2.400000000000000355e+00,8.000000000000000444e-01,1.583848922046303542e+01
5.000000000000000000e+00,-1.600000000000000089e+00,1.200000000000000178e+00,1.621639211591821450e+01
5.400000000000000355e+00,-1.600000000000000089e+00,1.200000000000000178e+00,1.639938932746495936e+01
5.800000000000000711e+00,-1.600000000000000089e+00,1.200000000000000178e+00,1.557779719409519359e+01
4.599999999999999645e+00,-1.199999999999999956e+00,1.200000000000000178e+00,1.706393369340965549e+01
5.000000000000000000e+00,-1.199999999999999956e+00,1.200000000000000178e+00,2.003235077858678181e+01
5.400000000000000355e+00,-1.199999999999999956e+00,1.200000000000000178e+00,2.055318070013439424e+01
5.800000000000000711e+00,-1.199999999999999956e+00,1.200000000000000178e+00,1.844400163778866641e+01
6.200000000000000178e+00,-1.199999999999999956e+00,1.200000000000000178e+00,1.540486340570073942e+01
7.800000000000000711e+00,-1.199999999999999956e+00,1.200000000000000178e+00,1.501134334806579851e+01
4.599999999999999645e+00,-7.999999999999998224e-01,1.200000000000000178e+00,2.040613871875889274e+01
5.000000000000000000e+00,-7.999999999999998224e-01,1.200000000000000178e+00,2.815455357929028679e+01
5.400000000000000355e+00,-7.999999999999998224e-01,1.200000000000000178e+00,3.043057088824892986e+01
5.800000000000000711e+00,-7.999999999999998224e-01,1.200000000000000178e+00,2.570877916389968476e+01
6.200000000000000178e+00,-7.999999999999998224e-01,1.200000000000000178e+00,1.929291357958572561e+01
6.600000000000000533e+00,-7.999999999999998224e-01,1.200000000000000178e+00,1.551687917379470782e+01
7.000000000000000000e+00,-7.999999999999998224e-01,1.200000000000000178e+00,1.569291389578168960e+01
7.400000000000000355e+00,-7.999999999999998224e-01,1.200000000000000178e+00,1.703018296032186285e+01
7.800000000000000711e+00,-7.999999999999998224e-01,1.200000000000000178e+00,1.724042404406294793e+01
8.199999999999999289e+00,-7.999999999999998224e-01,1.200000000000000178e+00,1.642719524402785325e+01
8.600000000000001421e+00,-7.999999999999998224e-01,1.200000000000000178e+00,1.529797564749866012e+01
4.599999999999999645e+00,-3.999999999999999112e-01,1.200000000000000178e+00,2.370129089757202934e+01
5.000000000000000000e+00,-3.999999999999999112e-01,1.200000000000000178e+00,4.316139668697135789e+01
5.400000000000000355e+00,-3.999999999999999112e-01,1.200000000000000178e+00,5.109099640808765486e+01
5.800000000000000711e+00,-3.999999999999999112e-01,1.200000000000000178e+00,3.957969462645769454e+01
6.200000000000000178e+00,-3.999999999999999112e-01,1.200000000000000178e+00,2.658142914018980107e+01
6.600000000000000533e+00,-3.999999999999999112e-01,1.200000000000000178e+00,2.029752566472927100e+01
7.000000000000000000e+00,-3.999999999999999112e-01,1.200000000000000178e+00,1.987380394493574443e+01
7.400000000000000355e+00,-3.999999999999999112e-01,1.200000000000000178e+00,2.028890199743575096e+01
7.800000000000000711e+00,-3.999999999999999112e-01,1.200000000000000178e+00,1.909446908145510946e+01
8.199999999999999289e+00,-3.999999999999999112e-01,1.200000000000000178e+00,1.729616124239529285e+01
8.600000000000001421e+00,-3.999999999999999112e-01,1.200000000000000178e+00,1.566824679106359675e+01
4.599999999999999645e+00,0.000000000000000000e+00,1.200000000000000178e+00,2.395581981719878328e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000178e+00,5.328067484384194330e+01
5.400000000000000355e+00,0.000000000000000000e+00,1.200000000000000178e+00,7.123170460177281882e+01
5.800000000000000711e+00,0.000000000000000000e+00,1.200000000000000178e+00,5.321676685397179796e+01
6.200000000000000178e+00,0.000000000000000000e+00,1.200000000000000178e+00,3.197752208045982059e+01
6.600000000000000533e+00,0.000000000000000000e+00,1.200000000000000178e+00,2.200024834518887573e+01
7.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000178e+00,2.000322692251618406e+01
7.400000000000000355e+00,0.000000000000000000e+00,1.200000000000000178e+00,1.959428700235788767e+01
7.800000000000000711e+00,0.000000000000000000e+00,1.200000000000000178e+00,1.815921965733754817e+01
8.199999999999999289e+00,0.000000000000000000e+00,1.200000000000000178e+00,1.652104835389911841e+01
8.600000000000001421e+00,0.000000000000000000e+00,1.200000000000000178e+00,1.511991799426503214e+01
4.599999999999999645e+00,4.000000000000003553e-01,1.200000000000000178e+00,2.317875314744958359e+01
5.000000000000000000e+00,4.000000000000003553e-01,1.200000000000000178e+00,4.848345883833730596e+01
5.400000000000000355e+00,4.000000000000003553e-01,1.200000000000000178e+00,7.021324119305512568e+01
5.800000000000000711e+00,4.000000000000003553e-01,1.200000000000000178e+00,5.323930541380530457e+01
6.200000000000000178e+00,4.000000000000003553e-01,1.200000000000000178e+00,2.953508138063135746e+01
6.600000000000000533e+00,4.000000000000003553e-01,1.200000000000000178e+00,1.776673608415072181e+01
4.200000000000000178e+00,8.000000000000002665e-01,1.200000000000000178e+00,1.666957117995607973e+01
4.599999999999999645e+00,8.000000000000002665e-01,1.200000000000000178e+00,2.288079267061838351e+01
5.000000000000000000e+00,8.000000000000002665e-01,1.200000000000000178e+00,3.790211799196331555e+01
5.400000000000000355e+00,8.000000000000002665e-01,1.200000000000000178e+00,5.022791623414138940e+01
5.800000000000000711e+00,8.000000000000002665e-01,1.200000000000000178e+00,3.952527948971452076e+01
6.200000000000000178e+00,8.000000000000002665e-01,1.200000000000000178e+00,2.350970317355844941e+01
3.800000000000000266e+00,1.200000000000000178e+00,1.200000000000000178e+00,1.760268692939239088e+01
4.200000000000000178e+00,1.200000000000000178e+00,1.200000000000000178e+00,2.044684909218221591e+01
4.599999999999999645e+00,1.200000000000000178e+00,1.200000000000000178e+00,2.323652555498605921e+01
5.000000000000000000e+00,1.200000000000000178e+00,1.200000000000000178e+00,2.700529812755739556e+01
5.400000000000000355e+00,1.200000000000000178e+00,1.200000000000000178e+00,2.828743939195080159e+01
5.800000000000000711e+00,1.200000000000000178e+00,1.200000000000000178e+00,2.416426755504812718e+01
6.200000000000000178e+00,1.200000000000000178e+00,1.200000000000000178e+00,1.896139196780286085e+01
3.400000000000000355e+00,1.600000000000000089e+00,1.200000000000000178e+00,1.609790671249403715e+01
3.800000000000000266e+00,1.600000000000000089e+00,1.200000000000000178e+00,1.896460820336741548e+01
4.200000000000000178e+00,1.600000000000000089e+00,1.200000000000000178e+00,2.097009108134137634e+01
4.599999999999999645e+00,1.600000000000000089e+00,1.200000000000000178e+00,2.121304904005991077e+01
5.000000000000000000e+00,1.600000000000000089e+00,1.200000000000000178e+00,1.987225899138644891e+01
5.400000000000000355e+00,1.600000000000000089e+00,1.200000000000000178e+00,1.783222168268094165e+01
5.800000000000000711e+00,1.600000000000000089e+00,1.200000000000000178e+00,1.599324070849546686e+01
6.200000000000000178e+00,1.600000000000000089e+00,1.200000000000000178e+00,1.536089948406404204e+01
3.400000000000000355e+00,2.000000000000000000e+00,1.200000000000000178e+00,1.615471602365232329e+01
3.800000000000000266e+00,2.000000000000000000e+00,1.200000000000000178e+00,1.801352513010408529e+01
4.200000000000000178e+00,2.000000000000000000e+00,1.200000000000000178e+00,1.884174064870546772e+01
4.599999999999999645e+00,2.000000000000000000e+00,1.200000000000000178e+00,1.806984304627212978e+01
5.000000000000000000e+00,2.000000000000000000e+00,1.200000000000000178e+00,1.617292831864030234e+01
3.400000000000000355e+00,2.400000000000000355e+00,1.200000000000000178e+00,1.535116578515418873e+01
3.800000000000000266e+00,2.400000000000000355e+00,1.200000000000000178e+00,1.634561193304690718e+01
4.200000000000000178e+00,2.400000000000000355e+00,1.200000000000000178e+00,1.652128504612575810e+01
4.599999999999999645e+00,2.400000000000000355e+00,1.200000000000000178e+00,1.568847521237042919e+01
4.599999999999999645e+00,-1.600000000000000089e+00,1.600000000000000089e+00,1.534282292962980598e+01
5.000000000000000000e+00,-1.600000000000000089e+00,1.600000000000000089e+00,1.696706428253012078e+01
5.400000000000000355e+00,-1.600000000000000089e+00,1.600000000000000089e+00,1.725141775793965948e+01
5.800000000000000711e+00,-1.600000000000000089e+00,1.600000000000000089e+00,1.638158563290570768e+01
6.200000000000000178e+00,-1.600000000000000089e+00,1.600000000000000089e+00,1.512113657230420039e+01
4.599999999999999645e+00,-1.199999999999999956e+00,1.600000000000000089e+00,1.787795242027131692e+01
5.000000000000000000e+00,-1.199999999999999956e+00,1.600000000000000089e+00,2.143160595059453399e+01
5.400000000000000355e+00,-1.199999999999999956e+00,1.600000000000000089e+00,2.233693659748076144e+01
5.800000000000000711e+00,-1.199999999999999956e+00,1.600000000000000089e+00,2.017894013480919924e+01
6.200000000000000178e+00,-1.199999999999999956e+00,1.600000000000000089e+00,1.727093316644846155e+01
7.800000000000000711e+00,-1.199999999999999956e+00,1.600000000000000089e+00,1.509349436682730072e+01
4.599999999999999645e+00,-7.999999999999998224e-01,1.600000000000000089e+00,2.200731837532284274e+01
5.000000000000000000e+00,-7.999999999999998224e-01,1.600000000000000089e+00,3.088779387882739869e+01
5.400000000000000355e+00,-7.999999999999998224e-01,1.600000000000000089e+00,3.393339584300882450e+01
5.800000000000000711e+00,-7.999999999999998224e-01,1.600000000000000089e+00,2.966429307111512514e+01
6.200000000000000178e+00,-7.999999999999998224e-01,1.600000000000000089e+00,2.275291115140002418e+01
6.600000000000000533e+00,-7.999999999999998224e-01,1.600000000000000089e+00,1.826739528311894389e+01
7.000000000000000000e+00,-7.999999999999998224e-01,1.600000000000000089e+00,1.716012389339142530e+01
7.400000000000000355e+00,-7.999999999999998224e-01,1.600000000000000089e+00,1.739385157590390207e+01
7.800000000000000711e+00,-7.999999999999998224e-01,1.600000000000000089e+00,1.716631180584045424e+01
8.199999999999999289e+00,-7.999999999999998224e-01,1.600000000000000089e+00,1.630266881503006715e+01
8.600000000000001421e+00,-7.999999999999998224e-01,1.600000000000000089e+00,1.521945723920479487e+01
4.599999999999999645e+00,-3.999999999999999112e-01,1.600000000000000089e+00,2.683868568843567104e+01
5.000000000000000000e+00,-3.999999999999999112e-01,1.600000000000000089e+00,5.252611998290317530e+01
5.400000000000000355e+00,-3.999999999999999112e-01,1.600000000000000089e+00,6.277861106836687100e+01
5.800000000000000711e+00,-3.999999999999999112e-01,1.600000000000000089e+00,4.897939998614633339e+01
6.200000000000000178e+00,-3.999999999999999112e-01,1.600000000000000089e+00,3.298253793907066012e+01
6.600000000000000533e+00,-3.999999999999999112e-01,1.600000000000000089e+00,2.426127269197331415e+01
7.000000000000000000e+00,-3.999999999999999112e-01,1.600000000000000089e+00,2.149456640001559293e+01
7.400000000000000355e+00,-3.999999999999999112e-01,1.600000000000000089e+00,2.043586514283629896e+01
7.800000000000000711e+00,-3.999999999999999112e-01,1.600000000000000089e+00,1.896221808265663711e+01
8.199999999999999289e+00,-3.999999999999999112e-01,1.600000000000000089e+00,1.722952394330117798e+01
8.600000000000001421e+00,-3.999999999999999112e-01,1.600000000000000089e+00,1.566372106889549620e+01
4.599999999999999645e+00,0.000000000000000000e+00,1.600000000000000089e+00,2.757575068490599435e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000089e+00,6.804715712202788325e+01
5.400000000000000355e+00,0.000000000000000000e+00,1.600000000000000089e+00,9.418794655976944341e+01
5.800000000000000711e+00,0.000000000000000000e+00,1.600000000000000089e+00,7.097747731289673823e+01
6.200000000000000178e+00,0.000000000000000000e+00,1.600000000000000089e+00,4.273217722628122317e+01
6.600000000000000533e+00,0.000000000000000000e+00,1.600000000000000089e+00,2.830020996915986231e+01
7.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000089e+00,2.307818484405702364e+01
7.400000000000000355e+00,0.000000000000000000e+00,1.600000000000000089e+00,2.072195816534079782e+01
7.800000000000000711e+00,0.000000000000000000e+00,1.600000000000000089e+00,1.868604944582915195e+01
8.199999999999999289e+00,0.000000000000000000e+00,1.600000000000000089e+00,1.684063737284038353e+01
8.600000000000001421e+00,0.000000000000000000e+00,1.600000000000000089e+00,1.532899558946619578e+01
4.599999999999999645e+00,4.000000000000003553e-01,1.600000000000000089e+00,2.538190311453936943e+01
5.000000000000000000e+00,4.000000000000003553e-01,1.600000000000000089e+00,5.941497362337899091e+01
5.400000000000000355e+00,4.000000000000003553e-01,1.600000000000000089e+00,9.512151924734278907e+01
5.800000000000000711e+00,4.000000000000003553e-01,1.600000000000000089e+00,7.501113092262758641e+01
6.200000000000000178e+00,4.000000000000003553e-01,1.600000000000000089e+00,4.281434980435975035e+01
6.600000000000000533e+00,4.000000000000003553e-01,1.600000000000000089e+00,2.596200170006725116e+01
7.000000000000000000e+00,4.000000000000003553e-01,1.600000000000000089e+00,1.963272172359033263e+01
7.400000000000000355e+00,4.000000000000003553e-01,1.600000000000000089e+00,1.742098652181239515e+01
7.800000000000000711e+00,4.000000000000003553e-01,1.600000000000000089e+00,1.623288944940235012e+01
8.199999999999999289e+00,4.000000000000003553e-01,1.600000000000000089e+00,1.521638113365897382e+01
4.200000000000000178e+00,8.000000000000002665e-01,1.600000000000000089e+00,1.623901679754595051e+01
4.599999999999999645e+00,8.000000000000002665e-01,1.600000000000000089e+00,2.323303808239098345e+01
5.000000000000000000e+00,8.000000000000002665e-01,1.600000000000000089e+00,4.357839177212772341e+01
5.400000000000000355e+00,8.000000000000002665e-01,1.600000000000000089e+00,6.695599870443054158e+01
5.800000000000000711e+00,8.000000000000002665e-01,1.600000000000000089e+00,5.559044927356593746e+01
6.200000000000000178e+00,8.000000000000002665e-01,1.600000000000000089e+00,3.455865078104793042e+01
6.600000000000000533e+00,8.000000000000002665e-01,1.600000000000000089e+00,2.150234299705149610e+01
7.000000000000000000e+00,8.000000000000002665e-01,1.600000000000000089e+00,1.597458665644856701e+01
3.800000000000000266e+00,1.200000000000000178e+00,1.600000000000000089e+00,1.685867662567676817e+01
4.200000000000000178e+00,1.200000000000000178e+00,1.600000000000000089e+00,1.954381776511584334e+01
4.599999999999999645e+00,1.200000000000000178e+00,1.600000000000000089e+00,2.309453370386546567e+01
5.000000000000000000e+00,1.200000000000000178e+00,1.600000000000000089e+00,2.994537143123831413e+01
5.400000000000000355e+00,1.200000000000000178e+00,1.600000000000000089e+00,3.519942860773070947e+01
5.800000000000000711e+00,1.200000000000000178e+00,1.600000000000000089e+00,3.198534083571859554e+01
6.200000000000000178e+00,1.200000000000000178e+00,1.600000000000000089e+00,2.539128138068508633e+01
6.600000000000000533e+00,1.200000000000000178e+00,1.600000000000000089e+00,1.850918166057391545e+01
3.400000000000000355e+00,1.600000000000000089e+00,1.600000000000000089e+00,1.565451950130709591e+01
3.800000000000000266e+00,1.600000000000000089e+00,1.600000000000000089e+00,1.837034228920529699e+01
4.200000000000000178e+00,1.600000000000000089e+00,1.600000000000000089e+00,2.044920975397095120e+01
4.599999999999999645e+00,1.600000000000000089e+00,1.600000000000000089e+00,2.143839160515905107e+01
5.000000000000000000e+00,1.600000000000000089e+00,1.600000000000000089e+00,2.159975082247756362e+01
5.400000000000000355e+00,1.600000000000000089e+00,1.600000000000000089e+00,2.094075254571003342e+01
5.800000000000000711e+00,1.600000000000000089e+00,1.600000000000000089e+00,1.977219451142727991e+01
6.200000000000000178e+00,1.600000000000000089e+00,1.600000000000000089e+00,1.893449442796076809e+01
6.600000000000000533e+00,1.600000000000000089e+00,1.600000000000000089e+00,1.617503348210654579e+01
