"timestamp","x","y","z","counts"
2857, 6.907056615245265, -0.3509427190023935, 1.2563435187535745, 20
2858, 6.966611362471849, -0.2446961084945673, 1.2769446208918172, 23
2859, 7.027825134799745, -0.1354897709797374, 1.2981196108753392, 21
2860, 7.087847812183108, -0.028408365675064023, 1.3188825788160965, 22
2883, 7.078676300734604, 0.033526311845625156, 0.8993261963472224, 19
2884, 7.117375279090674, 0.06433788519880215, 0.8026458163435493, 22
2885, 7.158199210820241, 0.10607841862047779, 0.6921423696229365, 19
2886, 7.086248965535223, 0.19930309785925365, 0.7331592130447748, 5
2887, 7.013277044083704, 0.29385154510647427, 0.7747584857715202, 6
2888, 6.9427121224142825, 0.3852812846727828, 0.8149855945426372, 10
2889, 6.869878733324323, 0.47965023795275663, 0.8565058938043104, 11
2890, 6.799452344016461, 0.5709004835518183, 0.8966540291103553, 9
2891, 6.727328933279494, 0.6643495302496527, 0.937769589363534, 12
2892, 6.655205522542527, 0.7577985769474872, 0.9788851496167126, 10
2893, 6.58308211180556, 0.8512476236453216, 1.0200007098698909, 9
2894, 6.512621089407308, 0.9425427427361951, 1.060168588542204, 7
2895, 6.438437009792143, 1.0386617621968246, 1.1024588790883305, 17
2896, 6.364166347451001, 1.1348929653869837, 1.144798528050127, 18
2897, 6.2928914474285875, 1.2272426115354318, 1.1854303758297389, 21
2898, 6.220971679263113, 1.3204278021014133, 1.2264298450892612, 16
2899, 6.150002243097937, 1.4123816640520823, 1.266887556378389, 14
2900, 6.077232439249431, 1.50666823104254, 1.308371607453801, 26
2901, 5.967449134869461, 1.5167034003802524, 1.322089391945148, 19
2902, 5.836808567739868, 1.4910196384239938, 1.3245063774274353, 8
2903, 5.719888646155101, 1.4680333371555012, 1.3266695167896534, 22
2904, 5.592495691050389, 1.442988051409244, 1.3290264180937357, 21
2905, 5.470414333491357, 1.4189870186846023, 1.3312850493547697, 22
2906, 5.347664609722308, 1.3948545860509218, 1.3335560460813092, 25
2907, 5.222147202087995, 1.3701780304458893, 1.335878247819193, 21
2908, 5.093744336806915, 1.3449341977005114, 1.338253833505074, 26
2909, 4.972959079713298, 1.3211879766056454, 1.3404884855682422, 25
2910, 4.845594979185053, 1.2961483636307918, 1.3428448530328443, 25
2911, 4.728733944491037, 1.2731736394467958, 1.3450069029267362, 26
2912, 4.599477219294077, 1.2477619389762133, 1.3473982859033513, 23
2913, 4.474813671575643, 1.2232532510963852, 1.3497046903505012, 25
2914, 4.352181721588096, 1.1991439726316981, 1.3519735081403879, 21
2915, 4.2300797536173, 1.1751388879274827, 1.354232520715336, 19
2916, 4.104032363966233, 1.1503581385619785, 1.3565645276681582, 23
2917, 4.193417560136972, 1.0990287616126189, 1.385482761236177, 20
2918, 4.302085024034567, 1.0451300324737163, 1.4168662792708229, 19
2919, 4.407691432611104, 0.9927495773950648, 1.4473657545439298, 19
2920, 4.516103808565278, 0.9389773710945166, 1.4786756023484475, 18
2921, 4.622277657669018, 0.8863154672529954, 1.5093389562967376, 24
2922, 4.736442527041169, 0.8296900418426222, 1.5423101429643522, 27
2923, 4.845297402489034, 0.7756983571490106, 1.5737477860660312, 31
2924, 4.95732582203026, 0.7201326043087489, 1.6061019590536163, 44
2925, 5.0651781122385025, 0.7207928867083386, 1.5414407422761156, 51
2926, 5.175972031306846, 0.7228126385325955, 1.472642633149389, 62
2927, 5.276654184515202, 0.7233826991418333, 1.4186464722846168, 67
2928, 5.364198571072338, 0.703467570085561, 1.509176124979228, 74
2929, 5.451742957629473, 0.6835524410292887, 1.5997057776738388, 81
